season,player_id,team_id,name_candidates,name_source_count,transaction_hit_count,name_sources
2021-22,1630598,1610612760,Aaron Wiggins,8,9,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2022-23,1630322,1610612760,Lindy Waters III,12,9,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_FULLY_TEAM_GAME_COVERED_BUT_NOT_ASSEMBLED.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_FULLY_TEAM_GAME_COVERED_WITH_PLAYER_FACT_DEFICIT.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_OLDER_LOCKED_OVERLAP_COMPARISON.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_consistency_audit.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2022-23,1630692,1610612764,Goodwin|Jordan Goodwin,11,95,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_OLDER_LOCKED_OVERLAP_COMPARISON.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_consistency_audit.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json|treb_automation/status/REBOUND_SEMANTICS_2025_CANARY_LATEST.json
2022-23,202711,1610612765,Bogdanovic|Bojan Bogdanovic,11,34,team_trb_all_players/final_integrity_rebuild/canonical_23_key_reconciliation/stage2_extra_76_keys.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_OLDER_LOCKED_OVERLAP_COMPARISON.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/final9_targeted_evidence/FAILED6_PERIOD_EVIDENCE.json|team_trb_all_players/impact_database/roster_tenure/tenure_consistency_audit.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json
2022-23,1630208,1610612766,Nick Richards|Richards,10,250,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_OLDER_LOCKED_OVERLAP_COMPARISON.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_consistency_audit.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|treb_automation/status/REBOUND_SEMANTICS_2025_CANARY_LATEST.json
2022-23,1631121,1610612766,Bryce McGowens,8,12,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2023-24,1630346,1610612740,Matt Ryan,9,51,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_OLDER_LOCKED_OVERLAP_COMPARISON.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2023-24,1630592,1610612751,Jalen Wilson,9,5,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_FULLY_TEAM_GAME_COVERED_BUT_NOT_ASSEMBLED.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2023-24,1631246,1610612763,Vince Williams Jr.,9,4,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_consistency_audit.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2023-24,1641713,1610612763,GG Jackson,8,18,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json
2024-25,1642366,1610612744,Post|Quinten Post,11,14,team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_FULLY_TEAM_GAME_COVERED_BUT_NOT_ASSEMBLED.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEYS_WITH_MISSING_GAMES.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/residual_game_scope/RESIDUAL_KEY_GAME_COVERAGE.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/CANONICAL_UNRESOLVED_AFTER_SAFE_LOCK.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/safe_lock_overlay/SAFE_LOCK_CANONICAL_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_EXACT_SOURCE_OVERLAY_MAPPING.csv|team_trb_all_players/final_integrity_rebuild/final_exact_release/source_overlay_mapping/CANONICAL_UNRESOLVED_AFTER_EXACT_OVERLAY.csv|team_trb_all_players/final_integrity_rebuild/rebound_forensics/REBOUND_SEMANTICS_2025_V2.json|team_trb_all_players/impact_database/roster_tenure/tenure_window_audit.json|team_trb_all_players/impact_database/roster_tenure_v3_hybrid/tenure_game_count_failures.json|treb_automation/status/REBOUND_SEMANTICS_2025_CANARY_LATEST.json
