lane,season,team,player_id,pro_id,path,line,token,evidence
TENURE_IDENTITY,2001-02,ATL,120,431010406,team_trb_all_players/import_archived_bref_transactions.py,26,120,"2003: ""https://web.archive.org/web/20221209192231id_/https://www.basketball-reference.com/leagues/NBA_2004_transactions.html"","
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,260,2750,"""season"": ""2021-22"", ""player_id"": ""2"", ""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,265,2750,"{""_iso_date"": ""2021-12-27"", ""event_type"": ""acquire"", ""destination_team_id"": 1610612750, ""source_team_id"": None, ""source_reference"": ""c"", ""source_system"": ""Official NBA Player Movement feed""},"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,266,2750,"{""_iso_date"": ""2022-01-06"", ""event_type"": ""depart"", ""destination_team_id"": None, ""source_team_id"": 1610612750, ""source_reference"": ""d"", ""source_system"": ""Official NBA Player Movement feed"", ""derived_boundary_type"": ""10_day_contract_natural_expiry""},"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,267,2750,"{""_iso_date"": ""2022-01-06"", ""event_type"": ""acquire"", ""destination_team_id"": 1610612750, ""source_team_id"": None, ""source_reference"": ""e"", ""source_system"": ""Official NBA Player Movement feed""},"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,268,2750,"{""_iso_date"": ""2022-01-16"", ""event_type"": ""depart"", ""destination_team_id"": None, ""source_team_id"": 1610612750, ""source_reference"": ""f"", ""source_system"": ""Official NBA Player Movement feed"", ""derived_boundary_type"": ""10_day_contract_natural_expiry""},"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/split_multi_stint_tenures_v2.py,270,2750,"rows2, stats2 = rebuild(w2, ev2, 1610612750)"
TENURE_IDENTITY,2001-02,CHI,2009,431010528,team_trb_all_players/split_multi_stint_tenures.py,20,2009,"""2008-09"": (""2008-10-28"", ""2009-04-15""), ""2009-10"": (""2009-10-27"", ""2010-04-14""),"
TENURE_IDENTITY,2001-02,ATL,120,431010406,team_trb_all_players/build_corrected_tenure_off.py,314,120,"profile = rows({""results"": [{""Stat"": ""OffRating"", ""On"": 120, ""Off"": 110, ""On-Off"": 10}]})"
TENURE_IDENTITY,2001-02,ATL,120,431010406,team_trb_all_players/roster_adjusted_off_preflight.py,43,120,"response = requests.get(url, params=params, headers=HEADERS, timeout=(15, 120))"
VALIDATION_MINUTES,2006-07,MIA,2456,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,331,2456,"""player_id"": 2456,"
VALIDATION_MINUTES,2006-07,MIA,2456,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,673,2456,"""player_id"": 2456,"
VALIDATION_MINUTES,2006-07,MIA,2456,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1015,2456,"""player_id"": 2456,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1060,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1063,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1072,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1093,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1096,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1105,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1128,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1138,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1140,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1152,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2003-04,BOS,1718,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1174,1718,"""player_id"": 1718,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1188,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1212,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1224,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1236,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,CLE,2753,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1294,2753,"""player_id"": 2753,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1308,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1320,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1342,115,"""player_id"": 101152,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1344,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1354,115,"""player_id"": 101155,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1368,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1392,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1422,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1425,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1434,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1437,1548,"1548,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1453,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1455,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1467,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1482,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1492,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1494,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1506,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2003-04,BOS,1718,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1528,1718,"""player_id"": 1718,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1542,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1566,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1578,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1590,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,CLE,2753,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1648,2753,"""player_id"": 2753,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1662,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1674,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1696,115,"""player_id"": 101152,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1698,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1708,115,"""player_id"": 101155,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1722,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1746,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1776,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1779,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1788,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1809,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1821,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1836,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1846,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1848,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1860,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2003-04,BOS,1718,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1882,1718,"""player_id"": 1718,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1896,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1920,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1932,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,1944,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,CLE,2753,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2002,2753,"""player_id"": 2753,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2016,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2028,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2050,115,"""player_id"": 101152,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2052,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2062,115,"""player_id"": 101155,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2076,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2100,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2130,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2133,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2142,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2163,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2175,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2190,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2200,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2202,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2214,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2003-04,BOS,1718,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2236,1718,"""player_id"": 1718,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2250,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2274,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2286,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2298,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,CLE,2753,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2356,2753,"""player_id"": 2753,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2370,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2382,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2404,115,"""player_id"": 101152,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2406,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2416,115,"""player_id"": 101155,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2430,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2454,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2484,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2487,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2496,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2517,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2529,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2544,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2554,1548,"""player_id"": 1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2556,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2568,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2003-04,BOS,1718,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2590,1718,"""player_id"": 1718,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2604,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2628,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2640,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2652,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,CLE,2753,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2710,2753,"""player_id"": 2753,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2724,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2736,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2758,115,"""player_id"": 101152,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2760,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,ATL,115,431010081,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2770,115,"""player_id"": 101155,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2784,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2808,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2838,2750,"""team_id"": 1610612750,"
TENURE_IDENTITY,2001-02,MIL,1548,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2841,1548,"1548,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2850,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2871,2750,"""team_id"": 1610612750,"
VALIDATION_MINUTES,2001-02,ATL,2750,,team_trb_all_players/final_integrity_rebuild/PRE2015_DYNAMIC_MINUTE_RESOLUTION.json,2883,2750,"""team_id"": 1610612750,"
