season,batch_index,artifact,game_id,error
2006-07,2,treb-fanout-2006-2,20600271,"ValueError: non-unique v3/team-local starter solution game=20600271 period=5 team=1610612751: candidates=[467, 1630, 1713, 2067, 2210, 2215, 2420, 101120, 200766, 200801] prior=[467, 2067, 2210, 2215, 200766] best_score=0 solutions=[[467, 1630, 1713, 2210, 200766], [467, 1630, 2067, 2210, 200766], [467, 1630, 2210, 2215, 200766], [467, 1630, 2210, 2420, 200766], [467, 1630, 2210, 101120, 200766], [467, 1630, 2210, 200766, 200801]]"
2006-07,2,treb-fanout-2006-2,20600277,"ValueError: starter solution requires missing in-period lineup transition game=20600277 period=3 team=1610612756: starters=[959, 1890, 1952, 2405, 2564] violations=[{'kind': 'participant', 'event_num': 282, 'player_id': 2405, 'event_type': 6}]"
2006-07,2,treb-fanout-2006-2,20600283,"ValueError: starter solution requires missing in-period lineup transition game=20600283 period=1 team=1610612743: starters=[948, 1889, 2059, 2546, 2747] violations=[{'kind': 'participant', 'event_num': 78, 'player_id': 1889, 'event_type': 6}]"
2006-07,3,treb-fanout-2006-3,20600320,"ValueError: starter solution requires missing in-period lineup transition game=20600320 period=2 team=1610612752: starters=[950, 2201, 2407, 101126, 101135] violations=[{'kind': 'participant', 'event_num': 160, 'player_id': 2407, 'event_type': 6}]"
2006-07,3,treb-fanout-2006-3,20600340,"ValueError: non-unique v3/team-local starter solution game=20600340 period=5 team=1610612747: candidates=[977, 2198, 2209, 2230, 2470, 2567, 2575, 101142, 200770] prior=[977, 2198, 2470, 2567, 2575] best_score=0 solutions=[[977, 2198, 2209, 2470, 2567], [977, 2198, 2230, 2470, 2567], [977, 2198, 2470, 2567, 2575], [977, 2198, 2470, 2567, 101142], [977, 2198, 2470, 2567, 200770]]"
2006-07,3,treb-fanout-2006-3,20600361,"ValueError: starter solution requires missing in-period lineup transition game=20600361 period=2 team=1610612758: starters=[949, 1710, 1903, 2422, 101128] violations=[{'kind': 'participant', 'event_num': 210, 'player_id': 1710, 'event_type': 6}]"
2006-07,3,treb-fanout-2006-3,20600371,"ValueError: starter solution requires missing in-period lineup transition game=20600371 period=2 team=1610612763: starters=[224, 1088, 2200, 101124, 200752] violations=[{'kind': 'participant', 'event_num': 147, 'player_id': 2563, 'event_type': 6}]"
2006-07,4,treb-fanout-2006-4,20600406,"ValueError: starter solution requires missing in-period lineup transition game=20600406 period=3 team=1610612765: starters=[739, 1497, 1737, 1888, 2419] violations=[{'kind': 'participant', 'event_num': 297, 'player_id': 686, 'event_type': 6}]"
2006-07,4,treb-fanout-2006-4,20600420,"ValueError: starter solution requires missing in-period lineup transition game=20600420 period=2 team=1610612752: starters=[1883, 2037, 2201, 101135, 200764] violations=[{'kind': 'participant', 'event_num': 223, 'player_id': 2037, 'event_type': 6}]"
2006-07,4,treb-fanout-2006-4,20600428,"ValueError: starter solution requires missing in-period lineup transition game=20600428 period=2 team=1610612743: starters=[947, 1863, 2501, 101132, 200821] violations=[{'kind': 'participant', 'event_num': 173, 'player_id': 101132, 'event_type': 6}]"
2006-07,4,treb-fanout-2006-4,20600431,"ValueError: non-unique v3/team-local starter solution game=20600431 period=5 team=1610612766: candidates=[1507, 2056, 2063, 2222, 2408, 2679, 2731, 101109, 200747, 200835] prior=[1507, 2222, 2679, 2731, 101109] best_score=0 solutions=[[1507, 2222, 2679, 2731, 101109], [2056, 2222, 2679, 2731, 101109], [2063, 2222, 2679, 2731, 101109], [2222, 2408, 2679, 2731, 101109], [2222, 2679, 2731, 101109, 200747], [2222, 2679, 2731, 101109, 200835]]"
2006-07,4,treb-fanout-2006-4,20600437,"ValueError: starter solution requires missing in-period lineup transition game=20600437 period=1 team=1610612745: starters=[87, 436, 1503, 1747, 2203] violations=[{'kind': 'participant', 'event_num': 64, 'player_id': 1503, 'event_type': 5}]"
2006-07,4,treb-fanout-2006-4,20600452,"ValueError: starter solution requires missing in-period lineup transition game=20600452 period=4 team=1610612746: starters=[1425, 1894, 2549, 101137, 101189] violations=[{'kind': 'participant', 'event_num': 429, 'player_id': 2549, 'event_type': 6}]"
2006-07,5,treb-fanout-2006-5,20600523,"ValueError: starter solution requires missing in-period lineup transition game=20600523 period=3 team=1610612747: starters=[977, 2470, 2567, 2575, 101115] violations=[{'kind': 'participant', 'event_num': 230, 'player_id': 2567, 'event_type': 6}]"
2006-07,5,treb-fanout-2006-5,20600551,"ValueError: starter solution requires missing in-period lineup transition game=20600551 period=3 team=1610612746: starters=[208, 1749, 1882, 2549, 2733] violations=[{'kind': 'participant', 'event_num': 283, 'player_id': 208, 'event_type': 6}]"
2006-07,5,treb-fanout-2006-5,20600587,"ValueError: starter solution requires missing in-period lineup transition game=20600587 period=4 team=1610612740: starters=[1517, 2046, 2457, 2669, 200756] violations=[{'kind': 'participant', 'event_num': 475, 'player_id': 101108, 'event_type': 6}]"
2006-07,5,treb-fanout-2006-5,20600600,"ValueError: non-unique v3/team-local starter solution game=20600600 period=5 team=1610612743: candidates=[947, 948, 2059, 2403, 2501, 2581, 2747, 101132, 200821] prior=[947, 948, 2581, 2747, 200821] best_score=0 solutions=[[947, 948, 2059, 2581, 2747], [947, 948, 2403, 2581, 2747], [947, 948, 2501, 2581, 2747], [947, 948, 2581, 2747, 101132], [947, 948, 2581, 2747, 200821]]"
2006-07,6,treb-fanout-2006-6,20600628,"ValueError: non-unique v3/team-local starter solution game=20600628 period=5 team=1610612763: candidates=[224, 757, 1088, 2034, 2073, 2200, 101124, 101160, 200752, 200792] prior=[224, 2034, 2200, 2563, 101124] best_score=0 solutions=[[224, 757, 1088, 2200, 101124], [224, 1088, 2034, 2200, 101124], [224, 1088, 2073, 2200, 101124], [224, 1088, 2200, 101124, 101160], [224, 1088, 2200, 101124, 200752], [224, 1088, 2200, 101124, 200792]]"
2006-07,6,treb-fanout-2006-6,20600633,"ValueError: starter solution requires missing in-period lineup transition game=20600633 period=2 team=1610612751: starters=[361, 2067, 2411, 200766, 200767] violations=[{'kind': 'participant', 'event_num': 144, 'player_id': 1713, 'event_type': 6}]"
2006-07,6,treb-fanout-2006-6,20600652,"ValueError: starter solution requires missing in-period lineup transition game=20600652 period=3 team=1610612751: starters=[467, 1630, 1713, 2215, 101120] violations=[{'kind': 'participant', 'event_num': 260, 'player_id': 1630, 'event_type': 6}]"
2006-07,6,treb-fanout-2006-6,20600653,"ValueError: starter solution requires missing in-period lineup transition game=20600653 period=4 team=1610612750: starters=[1729, 2058, 2060, 200751, 200783] violations=[{'kind': 'participant', 'event_num': 375, 'player_id': 708, 'event_type': 6}]"
2006-07,7,treb-fanout-2006-7,20600719,"ValueError: starter solution requires missing in-period lineup transition game=20600719 period=2 team=1610612740: starters=[1517, 2446, 2457, 2669, 200756] violations=[{'kind': 'participant', 'event_num': 111, 'player_id': 101108, 'event_type': 6}]"
2006-07,7,treb-fanout-2006-7,20600746,"ValueError: starter solution requires missing in-period lineup transition game=20600746 period=4 team=1610612745: starters=[436, 1747, 2203, 2745, 101129] violations=[{'kind': 'participant', 'event_num': 375, 'player_id': 1503, 'event_type': 6}]"
2006-07,7,treb-fanout-2006-7,20600762,"ValueError: starter solution requires missing in-period lineup transition game=20600762 period=2 team=1610612741: starters=[1112, 2550, 2736, 2751, 2768] violations=[{'kind': 'participant', 'event_num': 187, 'player_id': 1112, 'event_type': 6}]"
2006-07,7,treb-fanout-2006-7,20600782,"ValueError: starter solution requires missing in-period lineup transition game=20600782 period=2 team=1610612758: starters=[722, 1897, 2422, 2755, 101128] violations=[{'kind': 'participant', 'event_num': 115, 'player_id': 949, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600803,"ValueError: non-unique v3/team-local starter solution game=20600803 period=6 team=1610612749: candidates=[1730, 1739, 1863, 2072, 2294, 2590, 2696, 2876, 101106, 200786] prior=[1739, 1863, 2072, 2294, 2876] best_score=0 solutions=[[1730, 1739, 2072, 2294, 2876], [1739, 1863, 2072, 2294, 2876], [1739, 2072, 2294, 2590, 2876], [1739, 2072, 2294, 2696, 2876], [1739, 2072, 2294, 2876, 101106], [1739, 2072, 2294, 2876, 200786]]"
2006-07,8,treb-fanout-2006-8,20600822,"ValueError: starter solution requires missing in-period lineup transition game=20600822 period=1 team=1610612756: starters=[703, 959, 1890, 1952, 2405] violations=[{'kind': 'participant', 'event_num': 43, 'player_id': 703, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600854,"ValueError: starter solution requires missing in-period lineup transition game=20600854 period=3 team=1610612742: starters=[956, 1717, 1891, 2572, 2734] violations=[{'kind': 'participant', 'event_num': 244, 'player_id': 711, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600862,"ValueError: starter solution requires missing in-period lineup transition game=20600862 period=3 team=1610612753: starters=[2045, 2545, 2586, 2730, 2749] violations=[{'kind': 'participant', 'event_num': 252, 'player_id': 2045, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600863,"ValueError: starter solution requires missing in-period lineup transition game=20600863 period=4 team=1610612766: starters=[1507, 1510, 2063, 101109, 200747] violations=[{'kind': 'participant', 'event_num': 442, 'player_id': 2222, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600873,"ValueError: starter solution requires missing in-period lineup transition game=20600873 period=1 team=1610612759: starters=[699, 1477, 1495, 1922, 2225] violations=[{'kind': 'participant', 'event_num': 49, 'player_id': 1922, 'event_type': 6}]"
2006-07,8,treb-fanout-2006-8,20600887,"ValueError: non-unique v3/team-local starter solution game=20600887 period=5 team=1610612750: candidates=[708, 1548, 1607, 1729, 2229, 2239, 2770, 101119, 200751] prior=[708, 1548, 1607, 1729, 2060] best_score=0 solutions=[[708, 1548, 1607, 1729, 2229], [708, 1548, 1607, 1729, 2239], [708, 1548, 1607, 1729, 2770], [708, 1548, 1607, 1729, 101119], [708, 1548, 1607, 1729, 200751]]"
2006-07,9,treb-fanout-2006-9,20600941,"ValueError: starter solution requires missing in-period lineup transition game=20600941 period=1 team=1610612747: starters=[977, 2230, 2470, 2567, 101115] violations=[{'kind': 'participant', 'event_num': 49, 'player_id': 2470, 'event_type': 6}]"
2006-07,9,treb-fanout-2006-9,20600944,"ValueError: starter solution requires missing in-period lineup transition game=20600944 period=4 team=1610612761: starters=[2050, 2413, 2743, 101181, 200745] violations=[{'kind': 'participant', 'event_num': 449, 'player_id': 2551, 'event_type': 6}]"
2006-07,9,treb-fanout-2006-9,20600947,"ValueError: starter solution requires missing in-period lineup transition game=20600947 period=3 team=1610612742: starters=[711, 956, 1717, 1761, 1891] violations=[{'kind': 'participant', 'event_num': 345, 'player_id': 1717, 'event_type': 6}]"
2006-07,9,treb-fanout-2006-9,20600950,"ValueError: starter solution requires missing in-period lineup transition game=20600950 period=1 team=1610612748: starters=[224, 406, 1715, 1899, 2617] violations=[{'kind': 'participant', 'event_num': 111, 'player_id': 297, 'event_type': 6}]"
2006-07,9,treb-fanout-2006-9,20600988,"ValueError: starter solution requires missing in-period lineup transition game=20600988 period=1 team=1610612752: starters=[950, 1883, 2201, 2407, 101112] violations=[{'kind': 'participant', 'event_num': 69, 'player_id': 990, 'event_type': 6}]"
2006-07,10,treb-fanout-2006-10,20601025,"ValueError: non-unique v3/team-local starter solution game=20601025 period=5 team=1610612757: candidates=[2048, 2137, 2424, 2566, 101110, 101127, 200746, 200750, 200771] prior=[2048, 2137, 101127, 200746, 200750] best_score=0 solutions=[[2048, 2137, 101127, 200746, 200750], [2048, 2424, 101127, 200746, 200750], [2048, 2566, 101127, 200746, 200750], [2048, 101110, 101127, 200746, 200750], [2048, 101127, 200746, 200750, 200771]]"
2006-07,10,treb-fanout-2006-10,20601040,"ValueError: non-unique v3/team-local starter solution game=20601040 period=4 team=1610612750: candidates=[1548, 1729, 2058, 101119, 200751, 200783] prior=[1548, 1729, 101119, 200751, 200783] best_score=0 solutions=[[1548, 1729, 101119, 200751, 200783], [1729, 2058, 101119, 200751, 200783]]"
2006-07,10,treb-fanout-2006-10,20601061,"ValueError: non-unique v3/team-local starter solution game=20601061 period=5 team=1610612738: candidates=[1718, 2570, 2742, 2744, 2753, 101155, 200765, 200796] prior=[1718, 2570, 2753, 101155, 200765] best_score=0 solutions=[[1718, 2570, 2742, 2744, 200765], [1718, 2570, 2744, 2753, 200765], [1718, 2570, 2744, 101155, 200765], [1718, 2570, 2744, 200765, 200796]]"
2006-07,10,treb-fanout-2006-10,20601062,"ValueError: starter solution requires missing in-period lineup transition game=20601062 period=2 team=1610612751: starters=[361, 1713, 2411, 200766, 200767] violations=[{'kind': 'participant', 'event_num': 268, 'player_id': 1630, 'event_type': 6}]"
2006-07,10,treb-fanout-2006-10,20601063,"ValueError: starter solution requires missing in-period lineup transition game=20601063 period=4 team=1610612752: starters=[990, 2201, 2407, 200764, 200776] violations=[{'kind': 'participant', 'event_num': 359, 'player_id': 101112, 'event_type': 6}]"
2006-07,10,treb-fanout-2006-10,20601081,"ValueError: non-unique v3/team-local starter solution game=20601081 period=5 team=1610612745: candidates=[87, 1503, 1747, 2203, 2397, 2745, 101236, 101249] prior=[1503, 1747, 2203, 2397, 101249] best_score=0 solutions=[[87, 1503, 1747, 2397, 101236], [1503, 1747, 2203, 2397, 101236], [1503, 1747, 2397, 2745, 101236], [1503, 1747, 2397, 101236, 101249]]"
2006-07,11,treb-fanout-2006-11,20601104,"ValueError: starter solution requires missing in-period lineup transition game=20601104 period=2 team=1610612760: starters=[2248, 2404, 2863, 101130, 101153] violations=[{'kind': 'participant', 'event_num': 181, 'player_id': 2404, 'event_type': 6}]"
2006-07,11,treb-fanout-2006-11,20601143,"ValueError: starter solution requires missing in-period lineup transition game=20601143 period=1 team=1610612739: starters=[980, 1716, 2400, 2544, 2562] violations=[{'kind': 'participant', 'event_num': 96, 'player_id': 1716, 'event_type': 6}]"
2006-07,11,treb-fanout-2006-11,20601146,"ValueError: non-unique v3/team-local starter solution game=20601146 period=5 team=1610612766: candidates=[976, 1510, 2056, 2222, 2731, 101109, 101187, 200797, 200835] prior=[1510, 2222, 2731, 101109, 200835] best_score=1 solutions=[[1510, 2222, 2731, 101109, 200835], [1510, 2222, 2731, 101187, 200835]]"
2006-07,11,treb-fanout-2006-11,20601194,"ValueError: starter solution requires missing in-period lineup transition game=20601194 period=3 team=1610612759: starters=[714, 1477, 1495, 1922, 2225] violations=[{'kind': 'participant', 'event_num': 306, 'player_id': 1495, 'event_type': 6}, {'kind': 'participant', 'event_num': 321, 'player_id': 1495, 'event_type': 6}]"
2006-07,12,treb-fanout-2006-12,20601213,"ValueError: starter solution requires missing in-period lineup transition game=20601213 period=3 team=1610612754: starters=[2211, 2224, 2399, 2758, 101122] violations=[{'kind': 'participant', 'event_num': 276, 'player_id': 2758, 'event_type': 6}]"
2007-08,0,treb-fanout-2007-0,20700030,"ValueError: starter solution requires missing in-period lineup transition game=20700030 period=3 team=1610612754: starters=[979, 1902, 2224, 2399, 101122] violations=[{'kind': 'participant', 'event_num': 347, 'player_id': 979, 'event_type': 6}]"
2007-08,0,treb-fanout-2007-0,20700084,"ValueError: starter solution requires missing in-period lineup transition game=20700084 period=2 team=1610612750: starters=[689, 2742, 101119, 200783, 201147] violations=[{'kind': 'participant', 'event_num': 195, 'player_id': 2742, 'event_type': 6}]"
2007-08,1,treb-fanout-2007-1,20700106,"ValueError: starter solution requires missing in-period lineup transition game=20700106 period=2 team=1610612766: starters=[976, 2222, 2679, 200797, 201162] violations=[{'kind': 'participant', 'event_num': 196, 'player_id': 2222, 'event_type': 6}]"
2007-08,1,treb-fanout-2007-1,20700107,"ValueError: non-unique v3/team-local starter solution game=20700107 period=5 team=1610612739: candidates=[980, 1716, 1800, 2400, 2544, 2562, 101204, 200789] prior=[980, 2484, 2544, 2562, 200789] best_score=0 solutions=[[980, 1716, 2400, 2544, 2562], [980, 1800, 2400, 2544, 2562], [980, 2400, 2544, 2562, 101204], [980, 2400, 2544, 2562, 200789]]"
2007-08,1,treb-fanout-2007-1,20700129,"ValueError: starter solution requires missing in-period lineup transition game=20700129 period=3 team=1610612765: starters=[739, 1888, 2419, 2436, 101131] violations=[{'kind': 'participant', 'event_num': 328, 'player_id': 1888, 'event_type': 6}]"
2007-08,2,treb-fanout-2007-2,20700204,"ValueError: non-unique v3/team-local starter solution game=20700204 period=5 team=1610612739: candidates=[727, 980, 1800, 2400, 2484, 2544, 2562, 101204, 200789] prior=[980, 1800, 2544, 2562, 200789] best_score=0 solutions=[[727, 980, 2400, 2544, 2562], [980, 1800, 2400, 2544, 2562], [980, 2400, 2484, 2544, 2562], [980, 2400, 2544, 2562, 101204], [980, 2400, 2544, 2562, 200789]]"
2007-08,2,treb-fanout-2007-2,20700225,"ValueError: starter solution requires missing in-period lineup transition game=20700225 period=3 team=1610612755: starters=[1889, 2223, 2501, 2584, 2738] violations=[{'kind': 'participant', 'event_num': 317, 'player_id': 2501, 'event_type': 6}]"
2007-08,2,treb-fanout-2007-2,20700232,"ValueError: starter solution requires missing in-period lineup transition game=20700232 period=3 team=1610612753: starters=[1740, 2045, 2586, 2730, 2749] violations=[{'kind': 'participant', 'event_num': 315, 'player_id': 2045, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700319,"ValueError: non-unique v3/team-local starter solution game=20700319 period=4 team=1610612752: candidates=[2037, 2047, 2216, 2407, 2410, 101135, 200764] prior=[2037, 2216, 2407, 101126, 101135] best_score=0 solutions=[[2037, 2047, 2216, 2407, 101135], [2037, 2216, 2407, 2410, 101135], [2037, 2216, 2407, 101135, 200764]]"
2007-08,3,treb-fanout-2007-3,20700332,"ValueError: starter solution requires missing in-period lineup transition game=20700332 period=3 team=1610612765: starters=[686, 739, 1497, 1888, 2419] violations=[{'kind': 'participant', 'event_num': 275, 'player_id': 739, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700344,"ValueError: starter solution requires missing in-period lineup transition game=20700344 period=2 team=1610612739: starters=[980, 1716, 1800, 2760, 200769] violations=[{'kind': 'participant', 'event_num': 137, 'player_id': 2400, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700363,"ValueError: starter solution requires missing in-period lineup transition game=20700363 period=2 team=1610612747: starters=[1885, 2209, 2756, 101115, 200770] violations=[{'kind': 'participant', 'event_num': 223, 'player_id': 965, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700367,"ValueError: starter solution requires missing in-period lineup transition game=20700367 period=1 team=1610612748: starters=[406, 2548, 2617, 2748, 200809] violations=[{'kind': 'participant', 'event_num': 78, 'player_id': 406, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700381,"ValueError: starter solution requires missing in-period lineup transition game=20700381 period=3 team=1610612738: starters=[708, 951, 1718, 2570, 200765] violations=[{'kind': 'participant', 'event_num': 357, 'player_id': 2067, 'event_type': 6}]"
2007-08,3,treb-fanout-2007-3,20700393,"ValueError: starter solution requires missing in-period lineup transition game=20700393 period=2 team=1610612748: starters=[1715, 1729, 2617, 2853, 201161] violations=[{'kind': 'participant', 'event_num': 224, 'player_id': 1715, 'event_type': 6}]"
2007-08,4,treb-fanout-2007-4,20700444,"ValueError: starter solution requires missing in-period lineup transition game=20700444 period=4 team=1610612755: starters=[2738, 101150, 200760, 201152, 201160] violations=[{'kind': 'participant', 'event_num': 407, 'player_id': 1889, 'event_type': 6}]"
2007-08,4,treb-fanout-2007-4,20700449,"ValueError: non-unique v3/team-local starter solution game=20700449 period=5 team=1610612766: candidates=[976, 1507, 1737, 2202, 2222, 2679, 2731, 101109, 201162] prior=[2202, 2222, 2679, 2731, 101109] best_score=0 solutions=[[976, 1507, 2202, 2222, 2731], [976, 1737, 2202, 2222, 2731], [976, 2202, 2222, 2679, 2731], [976, 2202, 2222, 2731, 101109], [976, 2202, 2222, 2731, 201162]]"
2007-08,4,treb-fanout-2007-4,20700459,"ValueError: starter solution requires missing in-period lineup transition game=20700459 period=1 team=1610612753: starters=[1740, 2045, 2306, 2586, 2730] violations=[{'kind': 'participant', 'event_num': 61, 'player_id': 2730, 'event_type': 6}]"
2007-08,4,treb-fanout-2007-4,20700463,"ValueError: starter solution requires missing in-period lineup transition game=20700463 period=3 team=1610612758: starters=[1630, 1802, 2422, 2757, 101128] violations=[{'kind': 'participant', 'event_num': 363, 'player_id': 1630, 'event_type': 6}]"
2007-08,4,treb-fanout-2007-4,20700485,"ValueError: starter solution requires missing in-period lineup transition game=20700485 period=4 team=1610612738: starters=[1513, 1718, 2067, 2754, 201175] violations=[{'kind': 'participant', 'event_num': 337, 'player_id': 2570, 'event_type': 6}]"
2007-08,5,treb-fanout-2007-5,20700527,"ValueError: non-unique v3/team-local starter solution game=20700527 period=5 team=1610612739: candidates=[980, 1716, 2400, 2484, 2544, 2562, 2760, 101204, 200789] prior=[1716, 1800, 2544, 2760, 200789] best_score=0 solutions=[[980, 1716, 2400, 2544, 2760], [1716, 2400, 2484, 2544, 2760], [1716, 2400, 2544, 2562, 2760], [1716, 2400, 2544, 2760, 101204], [1716, 2400, 2544, 2760, 200789]]"
2007-08,5,treb-fanout-2007-5,20700536,"ValueError: starter solution requires missing in-period lineup transition game=20700536 period=1 team=1610612750: starters=[1720, 2742, 2744, 101119, 101155] violations=[{'kind': 'participant', 'event_num': 65, 'player_id': 2742, 'event_type': 6}]"
2007-08,5,treb-fanout-2007-5,20700537,"ValueError: starter solution requires missing in-period lineup transition game=20700537 period=2 team=1610612753: starters=[1502, 2039, 2045, 2567, 2586] violations=[{'kind': 'participant', 'event_num': 118, 'player_id': 2045, 'event_type': 6}]"
2007-08,5,treb-fanout-2007-5,20700541,"ValueError: non-unique v3/team-local starter solution game=20700541 period=6 team=1610612761: candidates=[239, 1515, 1725, 2547, 2568, 2574, 2743, 101121, 101181, 200081, 200745] prior=[1515, 2547, 2568, 2574, 101181] best_score=0 solutions=[[239, 1515, 2547, 101181, 200081], [1515, 1725, 2547, 101181, 200081], [1515, 2547, 2568, 101181, 200081], [1515, 2547, 2574, 101181, 200081], [1515, 2547, 2743, 101181, 200081], [1515, 2547, 101121, 101181, 200081], [1515, 2547, 101181, 200081, 200745]]"
2007-08,5,treb-fanout-2007-5,20700599,"ValueError: non-unique v3/team-local starter solution game=20700599 period=5 team=1610612757: candidates=[2566, 2581, 2592, 101110, 101112, 101127, 200750, 200771] prior=[2566, 2592, 101127, 200746, 200750] best_score=0 solutions=[[2566, 2581, 101112, 101127, 200750], [2566, 2592, 101112, 101127, 200750], [2566, 101110, 101112, 101127, 200750], [2566, 101112, 101127, 200750, 200771]]"
2007-08,6,treb-fanout-2007-6,20700630,"ValueError: starter solution requires missing in-period lineup transition game=20700630 period=4 team=1610612765: starters=[739, 1497, 1888, 101131, 201167] violations=[{'kind': 'participant', 'event_num': 367, 'player_id': 739, 'event_type': 6}]"
2007-08,6,treb-fanout-2007-6,20700634,"ValueError: starter solution requires missing in-period lineup transition game=20700634 period=4 team=1610612751: starters=[353, 1713, 2124, 2210, 200766] violations=[{'kind': 'participant', 'event_num': 430, 'player_id': 2411, 'event_type': 6}]"
2007-08,6,treb-fanout-2007-6,20700675,"ValueError: starter solution requires missing in-period lineup transition game=20700675 period=2 team=1610612765: starters=[739, 1497, 2553, 101131, 201167] violations=[{'kind': 'participant', 'event_num': 177, 'player_id': 1888, 'event_type': 6}]"
2007-08,7,treb-fanout-2007-7,20700747,"ValueError: starter solution requires missing in-period lineup transition game=20700747 period=2 team=1610612766: starters=[970, 976, 1863, 2679, 2731] violations=[{'kind': 'participant', 'event_num': 139, 'player_id': 970, 'event_type': 6}]"
2007-08,7,treb-fanout-2007-7,20700768,"ValueError: starter solution requires missing in-period lineup transition game=20700768 period=2 team=1610612739: starters=[923, 980, 1800, 2484, 2544] violations=[{'kind': 'participant', 'event_num': 219, 'player_id': 2544, 'event_type': 6}]"
2007-08,7,treb-fanout-2007-7,20700777,"ValueError: starter solution requires missing in-period lineup transition game=20700777 period=4 team=1610612764: starters=[1498, 2427, 2443, 101154, 201187] violations=[{'kind': 'participant', 'event_num': 356, 'player_id': 101154, 'event_type': 6}]"
2007-08,7,treb-fanout-2007-7,20700787,"ValueError: starter solution requires missing in-period lineup transition game=20700787 period=2 team=1610612758: starters=[1533, 1630, 2422, 101128, 201150] violations=[{'kind': 'participant', 'event_num': 195, 'player_id': 1897, 'event_type': 6}]"
